id,all_col_names,cat_col_names,description,end_date,num_categorical,num_columns,num_spatial,num_temporal,size,spatial_col_names,start_date,temporal_col_names,title,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,title_x,title_y,description_x,description_y,title_and_description_x,title_and_description_y,column_name_x,column_name_y
45,"unique_key, created_date, closed_date, agency, agency_name, complaint_type, descriptor, location_type, incident_zip, incident_address, street_name, cross_street_1, cross_street_2, intersection_street_1, intersection_street_2, address_type, city, landmark, facility_type, status, due_date, resolution_action_updated_date, community_board, borough, x_coordinate_(state_plane), y_coordinate_(state_plane), park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_not_found, school_or_citywide_complaint, vehicle_type, taxi_company_borough, taxi_pick_up_location, bridge_highway_name, bridge_highway_direction, road_ramp, bridge_highway_segment, garage_lot_name, ferry_direction, ferry_terminal_name, latitude, longitude, location","created_date, closed_date, agency, complaint_type, descriptor, location_type, address_type, city, facility_type, status, resolution_action_updated_date, community_board, borough, park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_not_found, school_or_citywide_complaint, taxi_company_borough, taxi_pick_up_location",311 Service Requests for 2008. This is historical data and will not be updated.,5/1/23,23,52,5,4,955722435,"latitude, longitude",1/1/19,"created_date, closed_date, due_date, resolution_action_updated_date",311 Service Requests for 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.462840643,0.512170496,0.508487652,0.405426617,0.491605026,0.554145099,0.400735682,0.035119568
46,"unique_key, created_date, closed_date, agency, agency_name, complaint_type, descriptor, location_type, incident_zip, incident_address, street_name, cross_street_1, cross_street_2, intersection_street_1, intersection_street_2, address_type, city, landmark, facility_type, status, due_date, resolution_action_updated_date, community_board, borough, x_coordinate_(state_plane), y_coordinate_(state_plane), park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_not_found, school_or_citywide_complaint, vehicle_type, taxi_company_borough, taxi_pick_up_location, bridge_highway_name, bridge_highway_direction, road_ramp, bridge_highway_segment, garage_lot_name, ferry_direction, ferry_terminal_name, latitude, longitude, location","created_date, closed_date, agency, complaint_type, descriptor, location_type, address_type, city, facility_type, status, resolution_action_updated_date, community_board, borough, park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_or_citywide_complaint, taxi_pick_up_location, bridge_highway_direction",311 Service Requests for 2005. This is historical data and will not be updated.,5/1/23,23,52,4,4,900050041,"latitude, longitude",1/1/19,"created_date, closed_date, due_date, resolution_action_updated_date",311 Service Requests for 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.503217861,0.578814206,0.450147929,0.586008562,0.502881748,0.425267269,0.400690334,0.035061738
47,"unique_key, created_date, closed_date, agency, agency_name, complaint_type, descriptor, location_type, incident_zip, incident_address, street_name, cross_street_1, cross_street_2, intersection_street_1, intersection_street_2, address_type, city, landmark, facility_type, status, due_date, resolution_action_updated_date, community_board, borough, x_coordinate_(state_plane), y_coordinate_(state_plane), park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_not_found, school_or_citywide_complaint, vehicle_type, taxi_company_borough, taxi_pick_up_location, bridge_highway_name, bridge_highway_direction, road_ramp, bridge_highway_segment, garage_lot_name, ferry_direction, ferry_terminal_name, latitude, longitude, location","created_date, closed_date, agency, complaint_type, descriptor, location_type, address_type, city, facility_type, status, resolution_action_updated_date, community_board, borough, park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_not_found, school_or_citywide_complaint, taxi_pick_up_location",311 Service Requests for 2007. This is historical data and will not be updated.,5/1/23,23,52,4,4,954722353,"latitude, longitude",1/1/19,"created_date, closed_date, due_date, resolution_action_updated_date",311 Service Requests for 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.530606481,0.549897663,0.462398115,0.608329243,0.58152225,0.758400671,0.400679937,0.035096992
48,"unique_key, created_date, closed_date, agency, agency_name, complaint_type, descriptor, location_type, incident_zip, incident_address, street_name, cross_street_1, cross_street_2, intersection_street_1, intersection_street_2, address_type, city, landmark, facility_type, status, due_date, resolution_action_updated_date, community_board, borough, x_coordinate_(state_plane), y_coordinate_(state_plane), park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_not_found, school_or_citywide_complaint, vehicle_type, taxi_company_borough, taxi_pick_up_location, bridge_highway_name, bridge_highway_direction, road_ramp, bridge_highway_segment, garage_lot_name, ferry_direction, ferry_terminal_name, latitude, longitude, location","created_date, closed_date, agency, complaint_type, descriptor, location_type, address_type, city, facility_type, status, resolution_action_updated_date, community_board, borough, park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_not_found, school_or_citywide_complaint, taxi_pick_up_location",311 Service Requests for 2006. This is historical data and will not be updated.,5/1/23,23,52,4,4,901254794,"latitude, longitude",1/1/19,"created_date, closed_date, due_date, resolution_action_updated_date",311 Service Requests for 2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515927995,0.56938656,0.329271706,0.431235236,0.515016981,0.554817488,0.400679937,0.035096992
49,"unique_key, created_date, closed_date, agency, agency_name, complaint_type, descriptor, location_type, incident_zip, incident_address, street_name, cross_street_1, cross_street_2, intersection_street_1, intersection_street_2, address_type, city, landmark, facility_type, status, due_date, resolution_action_updated_date, community_board, borough, x_coordinate_(state_plane), y_coordinate_(state_plane), park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_not_found, school_or_citywide_complaint, vehicle_type, taxi_company_borough, taxi_pick_up_location, bridge_highway_name, bridge_highway_direction, road_ramp, bridge_highway_segment, garage_lot_name, ferry_direction, ferry_terminal_name, latitude, longitude, location","created_date, closed_date, agency, complaint_type, descriptor, location_type, address_type, city, facility_type, status, resolution_action_updated_date, community_board, borough, park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_not_found, school_or_citywide_complaint, taxi_company_borough, taxi_pick_up_location",All 311 Requests from year 2009. This is historical data and will not be updated.,5/1/23,23,52,5,4,911616834,"latitude, longitude",1/1/19,"created_date, closed_date, due_date, resolution_action_updated_date",311 Service Requests for 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.494206075,0.581160602,0.109402238,0.652340071,0.490248534,0.555458707,0.400735682,0.035119568
50,"unique_key, created_date, closed_date, agency, agency_name, complaint_type, descriptor, location_type, incident_zip, incident_address, street_name, cross_street_1, cross_street_2, intersection_street_1, intersection_street_2, address_type, city, landmark, facility_type, status, due_date, resolution_action_updated_date, community_board, borough, x_coordinate_(state_plane), y_coordinate_(state_plane), park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_not_found, school_or_citywide_complaint, vehicle_type, taxi_company_borough, taxi_pick_up_location, bridge_highway_name, bridge_highway_direction, road_ramp, bridge_highway_segment, garage_lot_name, ferry_direction, ferry_terminal_name, latitude, longitude, location","created_date, closed_date, agency, complaint_type, descriptor, location_type, address_type, city, facility_type, status, resolution_action_updated_date, community_board, borough, park_facility_name, park_borough, school_name, school_number, school_region, school_code, school_phone_number, school_address, school_city, school_state, school_zip, school_or_citywide_complaint, taxi_pick_up_location",311 Service Requests for 2004. This is historical data and will not be updated.,5/1/23,22,52,4,3,558818339,"latitude, longitude",1/1/19,"created_date, closed_date, resolution_action_updated_date",311 Service Requests for 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.490581236,0.583318984,0.459834959,0.610604737,0.58934855,0.571874783,0.406605085,0.025227062
51,"year, geo_id, tractname, countyname, statename, statecode, countycode, tractcode, totalestimate, totalmarginoferror, totalnovehicleavailableestimate, totalnovehicleavailablemarginoferror, total1vehicleavailableestimate, total1vehicleavailablemarginoferror, total2vehiclesavailableestimate, total2vehiclesavailablemarginoferror, total3ormorevehiclesavailableestimate, total3ormorevehiclesavailablemarginoferror, totalcartruckorvandrovealoneestimate, totalcartruckorvandrovealonemarginoferror, totalcartruckorvandrovealonenovehicleavailableestimate, totalcartruckorvandrovealonenovehicleavailablemarginoferror, totalcartruckorvandrovealone1vehicleavailableestimate, totalcartruckorvandrovealone1vehicleavailablemarginoferror, totalcartruckorvandrovealone2vehiclesavailableestimate, totalcartruckorvandrovealone2vehiclesavailablemarginoferror, totalcartruckorvandrovealone3ormorevehiclesavailableestimate, totalcartruckorvandrovealone3ormorevehiclesavailablemarginoferror, totalcartruckorvancarpooledestimate, totalcartruckorvancarpooledmarginoferror, totalcartruckorvancarpoolednovehicleavailableestimate, totalcartruckorvancarpoolednovehicleavailablemarginoferror, totalcartruckorvancarpooled1vehicleavailableestimate, totalcartruckorvancarpooled1vehicleavailablemarginoferror, totalcartruckorvancarpooled2vehiclesavailableestimate, totalcartruckorvancarpooled2vehiclesavailablemarginoferror, totalcartruckorvancarpooled3ormorevehiclesavailableestimate, totalcartruckorvancarpooled3ormorevehiclesavailablemarginoferror, totalpublictransportationexcludingtaxicabestimate, totalpublictransportationexcludingtaxicabmarginoferror, totalpublictransportationexcludingtaxicabnovehicleavailableestimate, totalpublictransportationexcludingtaxicabnovehicleavailablemarginoferror, totalpublictransportationexcludingtaxicab1vehicleavailableestimate, totalpublictransportationexcludingtaxicab1vehicleavailablemarginoferror, totalpublictransportationexcludingtaxicab2vehiclesavailableestimate, totalpublictransportationexcludingtaxicab2vehiclesavailablemarginoferror, totalpublictransportationexcludingtaxicab3ormorevehiclesavailableestimate, totalpublictransportationexcludingtaxicab3ormorevehiclesavailablemarginoferror, totalwalkedestimate, totalwalkedmarginoferror, totalwalkednovehicleavailableestimate, totalwalkednovehicleavailablemarginoferror, totalwalked1vehicleavailableestimate, totalwalked1vehicleavailablemarginoferror, totalwalked2vehiclesavailableestimate, totalwalked2vehiclesavailablemarginoferror, totalwalked3ormorevehiclesavailableestimate, totalwalked3ormorevehiclesavailablemarginoferror, totaltaxicabmotorcyclebicycleorothermeansestimate, totaltaxicabmotorcyclebicycleorothermeansmarginoferror, totaltaxicabmotorcyclebicycleorothermeansnovehicleavailableestimate, totaltaxicabmotorcyclebicycleorothermeansnovehicleavailablemarginoferror, totaltaxicabmotorcyclebicycleorothermeans1vehicleavailableestimate, totaltaxicabmotorcyclebicycleorothermeans1vehicleavailablemarginoferror, totaltaxicabmotorcyclebicycleorothermeans2vehiclesavailableestimate, totaltaxicabmotorcyclebicycleorothermeans2vehiclesavailablemarginoferror, totaltaxicabmotorcyclebicycleorothermeans3ormorevehiclesavailableestimate, totaltaxicabmotorcyclebicycleorothermeans3ormorevehiclesavailablemarginoferror, totalworkedathomeestimate, totalworkedathomemarginoferror, totalworkedathomenovehicleavailableestimate, totalworkedathomenovehicleavailablemarginoferror, totalworkedathome1vehicleavailableestimate, totalworkedathome1vehicleavailablemarginoferror, totalworkedathome2vehiclesavailableestimate, totalworkedathome2vehiclesavailablemarginoferror, totalworkedathome3ormorevehiclesavailableestimate, totalworkedathome3ormorevehiclesavailablemarginoferror","countyname, statename","2013-2021 Virginia Population by Means of Transportation to Work by Number of Vehicles Available by Census Tract.  Contains estimates and margins of error.

U.S. Census Bureau; American Community Survey, American Community Survey 5-Year Estimates, Table B08141
Data accessed from: Census Bureau's API for American Community Survey (https://www.census.gov/data/developers/data-sets.html)

The United States Census Bureau's American Community Survey (ACS):
-What is the American Community Survey? (https://www.census.gov/programs-surveys/acs/about.html)
-Geography & ACS (https://www.census.gov/programs-surveys/acs/geography-acs.html)
-Technical Documentation (https://www.census.gov/programs-surveys/acs/technical-documentation.html)

Supporting documentation on code lists, subject definitions, data accuracy, and statistical testing can be found on the American Community Survey website in the  Technical Documentation section. (https://www.census.gov/programs-surveys/acs/technical-documentation/code-lists.html)

Sample size and data quality measures (including coverage rates, allocation rates, and response rates) can be found on the American Community Survey website in the Methodology section. (https://www.census.gov/acs/www/methodology/sample_size_and_data_quality/)

Although the American Community Survey (ACS) produces population, demographic and housing unit estimates, it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities, and towns and estimates of housing units for states and counties.

Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted roughly as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, see ACS Technical Documentation https://www.census.gov/programs-surveys/acs/technical-documentation.html). The effect of nonsampling error is not represented in these tables.",5/1/23,1,78,1,1,5337805,,1/1/19,year,Virginia Means of Transportation to Work by Vehicles Available by Census Tract (ACS 5-Year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534762343,0.558556562,0.569749531,0.615487342,0.322599898,0.094984518,0.401368013,0.025210464
52,"dispatching_base_num, pickup_date, locationid",dispatching_base_num,"The For-Hire Vehicle (“FHV”) trip records include fields capturing the dispatching base license number and the pick-up date, time, and taxi zone location ID (shape file below). These records are generated from the FHV Trip Record submissions made by bases. Note: The TLC publishes base trip record data as submitted by the bases, and we cannot guarantee or confirm their accuracy or completeness. Therefore, this may not represent the total amount of trips dispatched by all TLC-licensed bases. The TLC performs routine reviews of the records and takes enforcement actions when necessary to ensure, to the extent possible, complete and accurate information.

For trip record data including TLC taxi zone location IDs, location names and corresponding boroughs for each ID can be found here (https://s3.amazonaws.com/nyc-tlc/misc/taxi+_zone_lookup.csv). A shapefile containing the boundaries for the taxi zones can be found here (https://s3.amazonaws.com/nyc-tlc/misc/taxi_zones.zip).",5/1/23,1,3,0,1,4364137102,,1/1/19,pickup_date,2016 For Hire Vehicle Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.612742692,0.608625158,0.530084871,0.234068023,0.514641909,0.549880196,0.403827316,0.020362373
53,"dispatching_base_num, pickup_datetime, dropoff_datetime, pulocationid, dolocationid, sr_flag",dispatching_base_num,"The For-Hire Vehicle (“FHV”) trip records include fields capturing the dispatching base license number and the pick-up date, time, and taxi zone location ID (shape file below). These records are generated from the FHV Trip Record submissions made by bases. Note: The TLC publishes base trip record data as submitted by the bases, and we cannot guarantee or confirm their accuracy or completeness. Therefore, this may not represent the total amount of trips dispatched by all TLC-licensed bases. The TLC performs routine reviews of the records and takes enforcement actions when necessary to ensure, to the extent possible, complete and accurate information.

For trip record data including TLC taxi zone location IDs, location names and corresponding boroughs for each ID can be found here (https://s3.amazonaws.com/nyc-tlc/misc/taxi+_zone_lookup.csv). A shapefile containing the boundaries for the taxi zones can be found here (https://s3.amazonaws.com/nyc-tlc/misc/taxi_zones.zip).",5/1/23,1,6,0,2,4296843335,,1/1/19,"pickup_datetime, dropoff_datetime",2017 For Hire Vehicle Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379032835,0.509306368,0.530097278,0.234055558,0.516208607,0.546048838,0.402337252,0.021093899
54,"dispatching_base_num, pickup_date, locationid",dispatching_base_num,"The For-Hire Vehicle (“FHV”) trip records include fields capturing the dispatching base license number and the pick-up date, time, and taxi zone location ID (shape file below). These records are generated from the FHV Trip Record submissions made by bases. Note: The TLC publishes base trip record data as submitted by the bases, and we cannot guarantee or confirm their accuracy or completeness. Therefore, this may not represent the total amount of trips dispatched by all TLC-licensed bases. The TLC performs routine reviews of the records and takes enforcement actions when necessary to ensure, to the extent possible, complete and accurate information.

For trip record data including TLC taxi zone location IDs, location names and corresponding boroughs for each ID can be found here (https://s3.amazonaws.com/nyc-tlc/misc/taxi+_zone_lookup.csv). A shapefile containing the boundaries for the taxi zones can be found here (https://s3.amazonaws.com/nyc-tlc/misc/taxi_zones.zip).",5/1/23,1,3,0,1,2105890419,,1/1/19,pickup_date,2015 For Hire Vehicle Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531481378,0.558349039,0.530081966,0.234078032,0.508620695,0.551504493,0.403827316,0.020362373
55,"dispatching_base_num, pickup_datetime, dropoff_datetime, pulocationid, dolocationid, sr_flag, affiliated_base_number","dispatching_base_num, affiliated_base_number","These records are generated from the For-Hire Vehicle (“FHV”) Trip Record submissions made by traditional livery, luxury, and black car bases. The FHV trip records include fields capturing the dispatching base license number and the pick-up date, time, and taxi zone location ID, which correspond with the NYC Taxi Zones open dataset. Each row represents a single trip in an FHV in 2020.",5/1/23,2,7,0,2,1009750326,,1/1/19,"pickup_datetime, dropoff_datetime",2020 For Hire Vehicles Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.532098267,0.41331999,0.475354167,0.559438523,0.536537069,0.587857868,0.401823452,0.021441142
56,"dispatching_base_num, pickup_datetime, dropoff_datetime, pulocationid, dolocationid, sr_flag, affiliated_base_number","dispatching_base_num, affiliated_base_number","These records are generated from the For-Hire Vehicle (“FHV”) Trip Record submissions made by traditional livery, luxury, and black car bases. The FHV trip records include fields capturing the dispatching base license number and the pick-up date, time, affiliated base, and taxi zone location ID, which correspond with the NYC Taxi Zones open dataset. Each row represents a single trip in an FHV in 2021.",5/1/23,2,7,0,2,963700410,,1/1/19,"pickup_datetime, dropoff_datetime",2021 For Hire Vehicles Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379147883,0.605542349,0.459114758,0.492520835,0.541548661,0.669581433,0.401823452,0.021441142
57,"respondent_id, date, how_long_have_you_been_a_taxicab,_livery,_or_lyft/uber/via_chauffeur_in_chicago?, when_do_you_usually_drive_as_a_chauffeur?, i_usually_prefer_to_drive_as_a_chauffeur:, how_do_you_decide_when_to_drive_as_a_chauffeur?, which_best_describes_the_vehicle_you_use(d)_most_often_as_a_chauffeur?, which_best_describes_the_vehicle_you_use(d)_most_often_as_a_chauffeur?_other_(please_specify), vehicle_wav?, insurance_increase?, in_2019_(before_covid),_did_you_operate_as_a_taxicab,_livery,_or_lyft/uber/via_chauffeur?, in_2019_(before_covid),_what_best_described_your_status_as_a_chauffeur?, in_2019_(before_covid),_why_did_you_operate_as_a_chauffeur?, in_2019_(before_covid),_what_best_described_your_status_as_a_chauffeur?_other_response, in_2019_(before_covid),_how_much_of_your_total_earnings_were_from_being_a_taxicab,_livery,_or_lyft/uber/via_driver?, estimate_your_average_weekly_chauffeur_expenses_in_2019_(before_covid)._use_whole_numbers_only._(example:_for_$50,_enter_50)_vehicle_loan_or_lease, estimate_your_average_weekly_chauffeur_expenses_in_2019_(before_covid)._use_whole_numbers_only._(example:_for_$50,_enter_50)_vehicle_insurance, estimate_your_average_weekly_chauffeur_expenses_in_2019_(before_covid)._use_whole_numbers_only._(example:_for_$50,_enter_50)_vehicle_maintainance, estimate_your_average_weekly_chauffeur_expenses_in_2019_(before_covid)._use_whole_numbers_only._(example:_for_$50,_enter_50)_fuel, other_chauffeur_expenses, what_else_described_you_in_2019_(before_covid)?, what_else_described_you_in_2019_(before_covid)?_-_other, did_you_provide_taxicab_chauffeur_services_in_2019_(before_covid)?, during_weeks_you_drove_a_taxicab,_how_many_hours_did_you_operate_per_week_on_average_driving_passengers?, during_weeks_you_drove_a_taxicab,_how_many_hours_did_you_operate_per_week_on_average_waiting_for_and_driving_passengers?, taxi_weekly_earnings_-_net_pay, taxi_weekly_earnings_-_tips, taxi_weekly_earnings_-_advertising, taxi_hourly_earnings_-_net_pay, did_you_use_lyft,_uber,_or_via_to_operate_as_chauffeur_in_2019_(before_covid)?, which_apps_did_you_use_in_2019_(before_covid)?, how_did_you_choose_which_apps_to_use?, how_did_you_choose_which_apps_to_use?_-_other, how_often_do_you_use_multiple_gig-work_apps_at_the_same_time?_(example:_go_online_with_lyft/uber_and_instacart_at_the_same_time), which_lyft/uber/via_services_did_you_provide_in_2019_(before_covid)?_(select_all_that_apply), during_weeks_you_used_lyft/uber/via,_how_many_hours_did_you_operate_as_a_chauffeur_per_week_on_average_driving_passengers?, during_weeks_you_used_lyft/uber/via,_how_many_hours_did_you_operate_as_a_chauffeur_per_week_on_average_waiting_for_and_driving_passengers?, tnp_weekly_earnings_-_net_pay, tnp_weekly_earnings_-_tips, tnp_weekly_earnings_-_advertising, during_weeks_you_used_lyft/uber/via,_how_much_did_you_earn_on_average_per_hour_(net_pay_after_taxes;_do_not_subtract_expenses)?, did_you_provide_livery_chauffeur_services_in_2019_(before_covid)?, during_weeks_you_were_a_livery_driver,_how_many_hours_did_you_operate_per_week_on_average_driving_passengers?, during_weeks_you_were_a_livery_driver,_how_many_hours_did_you_operate_per_week_on_average_waiting_for_and_driving_passengers?, livery_weekly_earnings_-_net_pay, livery_weekly_earnings_-_tips, livery_weekly_earnings_-_advertising, during_weeks_you_were_a_livery_driver,_how_much_did_you_earn_on_average_per_hour_(net_pay_after_taxes;_do_not_subtract_expenses)?, were_you_a_taxicab,_livery,_or_lyft/uber/via_chauffeur_in_april-december_2020_(during_covid)?, in_2020_(during_covid),_when_did_you_operate_as_a_taxicab,_livery,_or_lyft/uber/via_chauffeur?_(select_all_that_apply), in_2020_(during_covid),_which_services_did_you_provide?, in_2020_(during_covid),_why_did_you_operate_as_a_chauffeur?_(select_all_that_apply), in_2020_(during_covid),_why_did_you_operate_as_a_chauffeur?_-_other, in_2020_(during_covid),_what_best_described_your_status_as_a_chauffeur?, in_2020_(during_covid),_how_much_of_your_total_earnings_were_from_being_a_taxicab,_livery,_or_lyft/uber/via_driver?, what_else_described_you_in_2020_(during_covid)?_(select_all_that_apply), what_else_described_you_in_2020_(during_covid)?_-_other, have_you_received_information/training_about_chauffeuring_during_the_pandemic_from_the_company(ies)_you_drive_with/apps_you_use?, have_you_received_personal_protective_equipment_(ppe),_hand_sanitizer,_or_cleaning_supplies_from_the_company_you_drive_with/apps_you_use?, have_you_been_sick_from_covid-19_or_had_to_quarantine_because_of_covid-19_exposure?, after_the_covid-19_pandemic_stabilizes_or_is_under_control,_how_likely_are_you_to_be_a_taxicab,_livery,_or_lyft/uber/via_chauffeur?, what_is/are_the_main_concerns_about_continuing_to_be_a_chauffeur_after_the_pandemic?_(select_all_that_apply), what_is/are_the_main_concerns_about_continuing_to_be_a_chauffeur_after_the_pandemic?_-_other, what_would_most_improve_chauffeur_conditions?_(select_1_to_3), what_would_most_improve_chauffeur_conditions?_-_other, do_you_have_any_additional_comments?, in_what_zip_code_is_your_home_located?, what_is_your_age?, gender_identity, what_is_your_race_or_ethnicity?, what_is_the_highest_degree_or_level_of_education_you_have_completed?, do_you_have_health_insurance?, how_many_dependent_children_under_age_18_do_you_have?","date, how_long_have_you_been_a_taxicab,_livery,_or_lyft/uber/via_chauffeur_in_chicago?, vehicle_wav?, insurance_increase?, in_2019_(before_covid),_did_you_operate_as_a_taxicab,_livery,_or_lyft/uber/via_chauffeur?, in_2019_(before_covid),_how_much_of_your_total_earnings_were_from_being_a_taxicab,_livery,_or_lyft/uber/via_driver?, what_else_described_you_in_2019_(before_covid)?, did_you_provide_taxicab_chauffeur_services_in_2019_(before_covid)?, during_weeks_you_drove_a_taxicab,_how_many_hours_did_you_operate_per_week_on_average_driving_passengers?, during_weeks_you_drove_a_taxicab,_how_many_hours_did_you_operate_per_week_on_average_waiting_for_and_driving_passengers?, taxi_weekly_earnings_-_net_pay, taxi_weekly_earnings_-_tips, taxi_weekly_earnings_-_advertising, taxi_hourly_earnings_-_net_pay, did_you_use_lyft,_uber,_or_via_to_operate_as_chauffeur_in_2019_(before_covid)?, which_apps_did_you_use_in_2019_(before_covid)?, how_often_do_you_use_multiple_gig-work_apps_at_the_same_time?_(example:_go_online_with_lyft/uber_and_instacart_at_the_same_time), during_weeks_you_used_lyft/uber/via,_how_many_hours_did_you_operate_as_a_chauffeur_per_week_on_average_driving_passengers?, during_weeks_you_used_lyft/uber/via,_how_many_hours_did_you_operate_as_a_chauffeur_per_week_on_average_waiting_for_and_driving_passengers?, tnp_weekly_earnings_-_net_pay, tnp_weekly_earnings_-_tips, tnp_weekly_earnings_-_advertising, during_weeks_you_used_lyft/uber/via,_how_much_did_you_earn_on_average_per_hour_(net_pay_after_taxes;_do_not_subtract_expenses)?, did_you_provide_livery_chauffeur_services_in_2019_(before_covid)?, during_weeks_you_were_a_livery_driver,_how_many_hours_did_you_operate_per_week_on_average_driving_passengers?, during_weeks_you_were_a_livery_driver,_how_many_hours_did_you_operate_per_week_on_average_waiting_for_and_driving_passengers?, livery_weekly_earnings_-_net_pay, livery_weekly_earnings_-_tips, livery_weekly_earnings_-_advertising, during_weeks_you_were_a_livery_driver,_how_much_did_you_earn_on_average_per_hour_(net_pay_after_taxes;_do_not_subtract_expenses)?, were_you_a_taxicab,_livery,_or_lyft/uber/via_chauffeur_in_april-december_2020_(during_covid)?, in_2020_(during_covid),_which_services_did_you_provide?, in_2020_(during_covid),_how_much_of_your_total_earnings_were_from_being_a_taxicab,_livery,_or_lyft/uber/via_driver?, have_you_received_information/training_about_chauffeuring_during_the_pandemic_from_the_company(ies)_you_drive_with/apps_you_use?, have_you_received_personal_protective_equipment_(ppe),_hand_sanitizer,_or_cleaning_supplies_from_the_company_you_drive_with/apps_you_use?, have_you_been_sick_from_covid-19_or_had_to_quarantine_because_of_covid-19_exposure?, after_the_covid-19_pandemic_stabilizes_or_is_under_control,_how_likely_are_you_to_be_a_taxicab,_livery,_or_lyft/uber/via_chauffeur?, what_is_your_age?, gender_identity, what_is_your_race_or_ethnicity?, what_is_the_highest_degree_or_level_of_education_you_have_completed?, how_many_dependent_children_under_age_18_do_you_have?","In order to seek stakeholder engagement in a Public Passenger Vehicle Industry study (report linked below in Featured Content) it commissioned in late 2020, the Department of Business Affairs and Consumer Protection conducted an online survey of public chauffeurs (taxi, livery, and ride hail drivers).  The survey was open for responses from 3/10/2021 to 4/1/2021.

The 7,021 self-reported responses received are shown in this dataset. Personally identifiable information (PII) written by a responder in a free-text response field was redacted to protect the responder’s identify.  Otherwise, self-reported answers are presented as submitted and unedited.

Please e-mail questions or comments regarding the PPV Study or the Public Chauffeur Survey to BACPPV@cityofchicago.org.",5/1/23,41,73,0,1,6292037,,1/1/19,date,Public Passenger Vehicle Chauffeur Survey - 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156864325,0.806520747,0.552800829,0.210817579,0.95,0.512862055,0.401075513,0.023391118
